timestamp,pred_internal_rh_pct,pred_eto_mm,pred_internal_air_temp_c
31/05/2025 06:20:00,99.65797,0.050143816,23.925316
31/05/2025 06:30:00,85.48236,0.058128778,26.119122
31/05/2025 06:40:00,81.1619,0.07336597,26.169914
31/05/2025 06:50:00,74.93151,0.11889152,27.153755
31/05/2025 07:00:00,79.22787,0.14109124,27.284353
31/05/2025 07:10:00,84.11535,0.17435534,28.222887
31/05/2025 07:20:00,84.48152,0.20923872,28.892426
31/05/2025 07:30:00,85.879974,0.24295929,29.473774
31/05/2025 07:40:00,85.12594,0.2666915,29.943846
31/05/2025 07:50:00,87.25233,0.3079864,29.996708
31/05/2025 08:00:00,82.9063,0.3766862,30.968168
31/05/2025 08:10:00,66.875725,0.35970792,31.586157
31/05/2025 08:20:00,62.249924,0.40261352,31.795837
31/05/2025 08:30:00,60.641,0.44195357,31.948063
31/05/2025 08:40:00,59.638863,0.37750322,32.157692
31/05/2025 08:50:00,58.12141,0.37027583,32.419067
31/05/2025 09:00:00,58.05675,0.3464396,32.427128
31/05/2025 09:10:00,59.55796,0.35605687,32.44079
31/05/2025 09:20:00,56.57274,0.37270212,33.04567
31/05/2025 09:30:00,56.517803,0.36438903,34.390335
31/05/2025 09:40:00,57.3639,0.32472247,34.26712
31/05/2025 09:50:00,56.891857,0.36582166,34.326107
31/05/2025 10:00:00,57.42071,0.3767631,34.145733
31/05/2025 10:10:00,58.010963,0.3829752,33.52827
31/05/2025 10:20:00,58.645317,0.3900194,32.820187
31/05/2025 10:30:00,60.159275,0.4378047,32.70394
31/05/2025 10:40:00,60.991146,0.42045146,32.458794
31/05/2025 10:50:00,60.44059,0.42433992,32.552486
31/05/2025 11:00:00,61.63126,0.386711,32.376118
31/05/2025 11:10:00,62.106907,0.4708734,32.256794
31/05/2025 11:20:00,61.596516,0.53643715,32.67959
31/05/2025 11:30:00,61.717106,0.5538442,32.59453
31/05/2025 11:40:00,61.156082,0.57491726,32.793297
31/05/2025 11:50:00,60.876205,0.578779,32.813164
31/05/2025 12:00:00,59.517395,0.61366415,33.06368
31/05/2025 12:10:00,57.826065,0.5866548,33.22896
31/05/2025 12:20:00,56.802853,0.5879301,32.878895
31/05/2025 12:30:00,56.489693,0.5855042,32.903442
31/05/2025 12:40:00,56.439808,0.5821638,32.71217
31/05/2025 12:50:00,57.798313,0.5612458,32.585007
31/05/2025 13:00:00,57.55007,0.5644449,32.463932
31/05/2025 13:10:00,57.44289,0.5767524,32.381603
31/05/2025 13:20:00,57.62272,0.56302345,32.83677
31/05/2025 13:30:00,57.68327,0.5673342,32.779377
31/05/2025 13:40:00,57.520382,0.55052686,32.719013
31/05/2025 13:50:00,57.78488,0.5651583,32.833317
31/05/2025 14:00:00,58.270454,0.5591646,32.888664
31/05/2025 14:10:00,57.908836,0.56655926,32.88048
31/05/2025 14:20:00,58.711166,0.5586944,32.952053
31/05/2025 14:30:00,59.33064,0.54552466,32.73931
31/05/2025 14:40:00,57.982754,0.43020666,32.47345
31/05/2025 14:50:00,58.18194,0.42315596,32.16732
31/05/2025 15:00:00,59.913815,0.35109332,31.537039
31/05/2025 15:10:00,59.787827,0.2673903,31.911194
