"תחנה","תאריך ושעה (שעון קיץ)","קרינה מפוזרת (וואט/מ""ר)","קרינה גלובלית (וואט/מ""ר)","קרינה ישירה (וואט/מ""ר)"
"בית דגן קרינה","16/09/2025 14:30","184","797","682"
"בית דגן קרינה","16/09/2025 14:40","166","764","682"
"בית דגן קרינה","16/09/2025 14:50","160","738","676"
"בית דגן קרינה","16/09/2025 15:00","159","712","662"
"בית דגן קרינה","16/09/2025 15:10","158","698","667"
"בית דגן קרינה","16/09/2025 15:20","140","657","657"
"בית דגן קרינה","16/09/2025 15:30","136","626","645"
"בית דגן קרינה","16/09/2025 15:40","140","598","628"
"בית דגן קרינה","16/09/2025 15:50","148","479","471"
"בית דגן קרינה","16/09/2025 16:00","150","542","593"
"בית דגן קרינה","16/09/2025 16:10","160","471","495"
"בית דגן קרינה","16/09/2025 16:20","169","373","343"
"בית דגן קרינה","16/09/2025 16:30","157","456","538"
"בית דגן קרינה","16/09/2025 16:40","142","344","389"
"בית דגן קרינה","16/09/2025 16:50","139","280","291"
"בית דגן קרינה","16/09/2025 17:00","136","253","266"
"בית דגן קרינה","16/09/2025 17:10","159","186","69"
"בית דגן קרינה","16/09/2025 17:20","177","230","146"
"בית דגן קרינה","16/09/2025 17:30","161","191","95"
"בית דגן קרינה","16/09/2025 17:40","144","186","156"
"בית דגן קרינה","16/09/2025 17:50","124","172","207"
"בית דגן קרינה","16/09/2025 18:00","98","145","248"
"בית דגן קרינה","16/09/2025 18:10","65","93","189"
"בית דגן קרינה","16/09/2025 18:20","37","41","67"
"בית דגן קרינה","16/09/2025 18:30","24","23","0"
"בית דגן קרינה","16/09/2025 18:40","11","11","0"
"בית דגן קרינה","16/09/2025 18:50","2","1","0"
"בית דגן קרינה","16/09/2025 19:00","0","0","0"
"בית דגן קרינה","16/09/2025 19:10","0","0","0"
"בית דגן קרינה","16/09/2025 19:20","0","0","0"
"בית דגן קרינה","16/09/2025 19:30","0","0","0"
"בית דגן קרינה","16/09/2025 19:40","0","0","0"
"בית דגן קרינה","16/09/2025 19:50","0","0","0"
"בית דגן קרינה","16/09/2025 20:00","0","0","0"
"בית דגן קרינה","16/09/2025 20:10","0","0","0"
"בית דגן קרינה","16/09/2025 20:20","0","0","0"
"בית דגן קרינה","16/09/2025 20:30","0","0","0"
"בית דגן קרינה","16/09/2025 20:40","0","0","0"
"בית דגן קרינה","16/09/2025 20:50","0","0","0"
"בית דגן קרינה","16/09/2025 21:00","0","0","0"
"בית דגן קרינה","16/09/2025 21:10","0","0","0"
"בית דגן קרינה","16/09/2025 21:20","0","0","0"
"בית דגן קרינה","16/09/2025 21:30","0","0","0"
"בית דגן קרינה","16/09/2025 21:40","0","0","0"
"בית דגן קרינה","16/09/2025 21:50","0","0","0"
"בית דגן קרינה","16/09/2025 22:00","0","0","0"
"בית דגן קרינה","16/09/2025 22:10","0","0","0"
"בית דגן קרינה","16/09/2025 22:20","0","0","0"
"בית דגן קרינה","16/09/2025 22:30","0","0","0"
"בית דגן קרינה","16/09/2025 22:40","0","0","0"
"בית דגן קרינה","16/09/2025 22:50","0","0","0"
"בית דגן קרינה","16/09/2025 23:00","0","0","0"
"בית דגן קרינה","16/09/2025 23:10","0","0","0"
"בית דגן קרינה","16/09/2025 23:20","0","0","0"
"בית דגן קרינה","16/09/2025 23:30","0","0","0"
"בית דגן קרינה","16/09/2025 23:40","0","0","0"
"בית דגן קרינה","16/09/2025 23:50","0","0","0"
"בית דגן קרינה","17/09/2025 00:00","0","0","0"
"בית דגן קרינה","17/09/2025 00:10","0","0","0"
"בית דגן קרינה","17/09/2025 00:20","0","0","0"
"בית דגן קרינה","17/09/2025 00:30","0","0","0"
"בית דגן קרינה","17/09/2025 00:40","0","0","0"
"בית דגן קרינה","17/09/2025 00:50","0","0","0"
"בית דגן קרינה","17/09/2025 01:00","0","0","0"
"בית דגן קרינה","17/09/2025 01:10","0","0","0"
"בית דגן קרינה","17/09/2025 01:20","0","0","0"
"בית דגן קרינה","17/09/2025 01:30","0","0","0"
"בית דגן קרינה","17/09/2025 01:40","0","0","0"
"בית דגן קרינה","17/09/2025 01:50","0","0","0"
"בית דגן קרינה","17/09/2025 02:00","0","0","0"
"בית דגן קרינה","17/09/2025 02:10","0","0","0"
"בית דגן קרינה","17/09/2025 02:20","0","0","0"
"בית דגן קרינה","17/09/2025 02:30","0","0","0"
"בית דגן קרינה","17/09/2025 02:40","0","0","0"
"בית דגן קרינה","17/09/2025 02:50","0","0","0"
"בית דגן קרינה","17/09/2025 03:00","0","0","0"
"בית דגן קרינה","17/09/2025 03:10","0","0","0"
"בית דגן קרינה","17/09/2025 03:20","0","0","0"
"בית דגן קרינה","17/09/2025 03:30","0","0","0"
"בית דגן קרינה","17/09/2025 03:40","0","0","0"
"בית דגן קרינה","17/09/2025 03:50","0","0","0"
"בית דגן קרינה","17/09/2025 04:00","0","0","0"
"בית דגן קרינה","17/09/2025 04:10","0","0","0"
"בית דגן קרינה","17/09/2025 04:20","0","0","0"
"בית דגן קרינה","17/09/2025 04:30","0","0","0"
"בית דגן קרינה","17/09/2025 04:40","0","0","0"
"בית דגן קרינה","17/09/2025 04:50","0","0","0"
"בית דגן קרינה","17/09/2025 05:00","0","0","0"
"בית דגן קרינה","17/09/2025 05:10","0","0","0"
"בית דגן קרינה","17/09/2025 05:20","0","0","0"
"בית דגן קרינה","17/09/2025 05:30","0","0","0"
"בית דגן קרינה","17/09/2025 05:40","0","0","0"
"בית דגן קרינה","17/09/2025 05:50","0","0","0"
"בית דגן קרינה","17/09/2025 06:00","0","0","0"
"בית דגן קרינה","17/09/2025 06:10","0","0","0"
"בית דגן קרינה","17/09/2025 06:20","0","2","0"
"בית דגן קרינה","17/09/2025 06:30","3","4","0"
"בית דגן קרינה","17/09/2025 06:40","9","10","0"
"בית דגן קרינה","17/09/2025 06:50","22","23","7"
"בית דגן קרינה","17/09/2025 07:00","30","37","47"
"בית דגן קרינה","17/09/2025 07:10","41","66","138"
"בית דגן קרינה","17/09/2025 07:20","48","118","329"
"בית דגן קרינה","17/09/2025 07:30","53","150","404"
"בית דגן קרינה","17/09/2025 07:40","60","186","453"
"בית דגן קרינה","17/09/2025 07:50","65","220","494"
"בית דגן קרינה","17/09/2025 08:00","68","260","544"
"בית דגן קרינה","17/09/2025 08:10","72","300","582"
"בית דגן קרינה","17/09/2025 08:20","76","335","607"
"בית דגן קרינה","17/09/2025 08:30","82","372","625"
"בית דגן קרינה","17/09/2025 08:40","105","401","597"
"בית דגן קרינה","17/09/2025 08:50","159","289","243"
"בית דגן קרינה","17/09/2025 09:00","112","437","567"
"בית דגן קרינה","17/09/2025 09:10","102","525","702"
"בית דגן קרינה","17/09/2025 09:20","147","595","702"
"בית דגן קרינה","17/09/2025 09:30","219","665","667"
"בית דגן קרינה","17/09/2025 09:40","241","486","352"
"בית דגן קרינה","17/09/2025 09:50","259","439","239"
"בית דגן קרינה","17/09/2025 10:00","256","289","42"
"בית דגן קרינה","17/09/2025 10:10","218","306","106"
"בית דגן קרינה","17/09/2025 10:20","189","659","575"
"בית דגן קרינה","17/09/2025 10:30","156","783","748"
"בית דגן קרינה","17/09/2025 10:40","185","812","730"
"בית דגן קרינה","17/09/2025 10:50","153","799","737"
"בית דגן קרינה","17/09/2025 11:00","138","822","765"
"בית דגן קרינה","17/09/2025 11:10","132","780","730"
"בית דגן קרינה","17/09/2025 11:20","120","835","789"
"בית דגן קרינה","17/09/2025 11:30","119","849","795"
"בית דגן קרינה","17/09/2025 11:40","118","868","806"
"בית דגן קרינה","17/09/2025 11:50","119","880","809"
"בית דגן קרינה","17/09/2025 12:00","124","885","801"
"בית דגן קרינה","17/09/2025 12:10","140","888","782"
"בית דגן קרינה","17/09/2025 12:20","152","869","749"
"בית דגן קרינה","17/09/2025 12:30","138","900","791"
"בית דגן קרינה","17/09/2025 12:40","142","896","781"
"בית דגן קרינה","17/09/2025 12:50","202","715","530"
"בית דגן קרינה","17/09/2025 13:00","220","801","607"
"בית דגן קרינה","17/09/2025 13:10","193","912","748"
"בית דגן קרינה","17/09/2025 13:20","213","782","596"
"בית דגן קרינה","17/09/2025 13:30","245","559","328"
"בית דגן קרינה","17/09/2025 13:40","180","855","722"
"בית דגן קרינה","17/09/2025 13:50","157","845","745"
"בית דגן קרינה","17/09/2025 14:00","147","832","753"
"בית דגן קרינה","17/09/2025 14:10","129","824","779"
"בית דגן קרינה","17/09/2025 14:20","117","802","783"
"בית דגן קרינה","17/09/2025 14:30","114","784","784"
"בית דגן קרינה","17/09/2025 14:40","112","759","774"
"בית דגן קרינה","17/09/2025 14:50","108","738","772"
"בית דגן קרינה","17/09/2025 15:00","107","715","766"
"בית דגן קרינה","17/09/2025 15:10","103","697","768"
"בית דגן קרינה","17/09/2025 15:20","101","670","760"
"בית דגן קרינה","17/09/2025 15:30","102","638","743"
"בית דגן קרינה","17/09/2025 15:40","101","607","730"
"בית דגן קרינה","17/09/2025 15:50","99","574","717"
"בית דגן קרינה","17/09/2025 16:00","96","542","705"
"בית דגן קרינה","17/09/2025 16:10","95","510","691"
"בית דגן קרינה","17/09/2025 16:20","92","476","674"
"בית דגן קרינה","17/09/2025 16:30","88","441","660"
"בית דגן קרינה","17/09/2025 16:40","85","402","634"
"בית דגן קרינה","17/09/2025 16:50","82","365","612"
"בית דגן קרינה","17/09/2025 17:00","79","329","587"
"בית דגן קרינה","17/09/2025 17:10","75","292","558"
"בית דגן קרינה","17/09/2025 17:20","70","254","527"
"בית דגן קרינה","17/09/2025 17:30","65","214","485"
"בית דגן קרינה","17/09/2025 17:40","59","177","448"
"בית דגן קרינה","17/09/2025 17:50","52","141","405"
"בית דגן קרינה","17/09/2025 18:00","43","105","338"
"בית דגן קרינה","17/09/2025 18:10","36","70","279"
"בית דגן קרינה","17/09/2025 18:20","27","33","47"
"בית דגן קרינה","17/09/2025 18:30","17","17","0"
"בית דגן קרינה","17/09/2025 18:40","8","8","0"
"בית דגן קרינה","17/09/2025 18:50","1","0","0"
"בית דגן קרינה","17/09/2025 19:00","0","0","0"
"בית דגן קרינה","17/09/2025 19:10","0","0","0"
"בית דגן קרינה","17/09/2025 19:20","0","0","0"
"בית דגן קרינה","17/09/2025 19:30","0","0","0"
"בית דגן קרינה","17/09/2025 19:40","0","0","0"
"בית דגן קרינה","17/09/2025 19:50","0","0","0"
"בית דגן קרינה","17/09/2025 20:00","0","0","0"
"בית דגן קרינה","17/09/2025 20:10","0","0","0"
"בית דגן קרינה","17/09/2025 20:20","0","0","0"
"בית דגן קרינה","17/09/2025 20:30","0","0","0"
"בית דגן קרינה","17/09/2025 20:40","0","0","0"
"בית דגן קרינה","17/09/2025 20:50","0","0","0"
"בית דגן קרינה","17/09/2025 21:00","0","0","0"
"בית דגן קרינה","17/09/2025 21:10","0","0","0"
"בית דגן קרינה","17/09/2025 21:20","0","0","0"
"בית דגן קרינה","17/09/2025 21:30","0","0","0"
"בית דגן קרינה","17/09/2025 21:40","0","0","0"
"בית דגן קרינה","17/09/2025 21:50","0","0","0"
"בית דגן קרינה","17/09/2025 22:00","0","0","0"
"בית דגן קרינה","17/09/2025 22:10","0","0","0"
"בית דגן קרינה","17/09/2025 22:20","0","0","0"
"בית דגן קרינה","17/09/2025 22:30","0","0","0"
"בית דגן קרינה","17/09/2025 22:40","0","0","0"
"בית דגן קרינה","17/09/2025 22:50","0","0","0"
"בית דגן קרינה","17/09/2025 23:00","0","0","0"
"בית דגן קרינה","17/09/2025 23:10","0","0","0"
"בית דגן קרינה","17/09/2025 23:20","0","0","0"
"בית דגן קרינה","17/09/2025 23:30","0","0","0"
"בית דגן קרינה","17/09/2025 23:40","0","0","0"
"בית דגן קרינה","17/09/2025 23:50","0","0","0"
"בית דגן קרינה","18/09/2025 00:00","0","0","0"
"בית דגן קרינה","18/09/2025 00:10","0","0","0"
"בית דגן קרינה","18/09/2025 00:20","0","0","0"
"בית דגן קרינה","18/09/2025 00:30","0","0","0"
"בית דגן קרינה","18/09/2025 00:40","0","0","0"
"בית דגן קרינה","18/09/2025 00:50","0","0","0"
"בית דגן קרינה","18/09/2025 01:00","0","0","0"
"בית דגן קרינה","18/09/2025 01:10","0","0","0"
"בית דגן קרינה","18/09/2025 01:20","0","0","0"
"בית דגן קרינה","18/09/2025 01:30","0","0","0"
"בית דגן קרינה","18/09/2025 01:40","0","0","0"
"בית דגן קרינה","18/09/2025 01:50","0","0","0"
"בית דגן קרינה","18/09/2025 02:00","0","0","0"
"בית דגן קרינה","18/09/2025 02:10","0","0","0"
"בית דגן קרינה","18/09/2025 02:20","0","0","0"
"בית דגן קרינה","18/09/2025 02:30","0","0","0"
"בית דגן קרינה","18/09/2025 02:40","0","0","0"
"בית דגן קרינה","18/09/2025 02:50","0","0","0"
"בית דגן קרינה","18/09/2025 03:00","0","0","0"
"בית דגן קרינה","18/09/2025 03:10","0","0","0"
"בית דגן קרינה","18/09/2025 03:20","0","0","0"
"בית דגן קרינה","18/09/2025 03:30","0","0","0"
"בית דגן קרינה","18/09/2025 03:40","0","0","0"
"בית דגן קרינה","18/09/2025 03:50","0","0","0"
"בית דגן קרינה","18/09/2025 04:00","0","0","0"
"בית דגן קרינה","18/09/2025 04:10","0","0","0"
"בית דגן קרינה","18/09/2025 04:20","0","0","0"
"בית דגן קרינה","18/09/2025 04:30","0","0","0"
"בית דגן קרינה","18/09/2025 04:40","0","0","0"
"בית דגן קרינה","18/09/2025 04:50","0","0","0"
"בית דגן קרינה","18/09/2025 05:00","0","0","0"
"בית דגן קרינה","18/09/2025 05:10","0","0","0"
"בית דגן קרינה","18/09/2025 05:20","0","0","0"
"בית דגן קרינה","18/09/2025 05:30","0","0","0"
"בית דגן קרינה","18/09/2025 05:40","0","0","0"
"בית דגן קרינה","18/09/2025 05:50","0","0","0"
"בית דגן קרינה","18/09/2025 06:00","0","0","0"
"בית דגן קרינה","18/09/2025 06:10","0","0","0"
"בית דגן קרינה","18/09/2025 06:20","0","0","0"
"בית דגן קרינה","18/09/2025 06:30","2","3","0"
"בית דגן קרינה","18/09/2025 06:40","9","10","0"
"בית דגן קרינה","18/09/2025 06:50","19","20","12"
"בית דגן קרינה","18/09/2025 07:00","31","46","106"
"בית דגן קרינה","18/09/2025 07:10","41","81","242"
"בית דגן קרינה","18/09/2025 07:20","53","115","312"
"בית דגן קרינה","18/09/2025 07:30","75","161","360"
"בית דגן קרינה","18/09/2025 07:40","82","187","383"
"בית דגן קרינה","18/09/2025 07:50","84","214","407"
"בית דגן קרינה","18/09/2025 08:00","82","247","467"
"בית דגן קרינה","18/09/2025 08:10","86","289","520"
