"תחנה","תאריך ושעה (שעון קיץ)","קרינה מפוזרת (וואט/מ""ר)","קרינה גלובלית (וואט/מ""ר)","קרינה ישירה (וואט/מ""ר)"
"בית דגן קרינה","03/06/2025 18:00","135","244","258"
"בית דגן קרינה","03/06/2025 18:10","115","180","158"
"בית דגן קרינה","03/06/2025 18:20","100","200","317"
"בית דגן קרינה","03/06/2025 18:30","94","184","348"
"בית דגן קרינה","03/06/2025 18:40","76","131","252"
"בית דגן קרינה","03/06/2025 18:50","65","103","213"
"בית דגן קרינה","03/06/2025 19:00","51","75","178"
"בית דגן קרינה","03/06/2025 19:10","39","50","76"
"בית דגן קרינה","03/06/2025 19:20","24","26","0"
"בית דגן קרינה","03/06/2025 19:30","14","14","0"
"בית דגן קרינה","03/06/2025 19:40","5","5","0"
"בית דגן קרינה","03/06/2025 19:50","0","0","0"
"בית דגן קרינה","03/06/2025 20:00","0","0","0"
"בית דגן קרינה","03/06/2025 20:10","0","0","0"
"בית דגן קרינה","03/06/2025 20:20","0","0","0"
"בית דגן קרינה","03/06/2025 20:30","0","0","0"
"בית דגן קרינה","03/06/2025 20:40","0","0","0"
"בית דגן קרינה","03/06/2025 20:50","0","0","0"
"בית דגן קרינה","03/06/2025 21:00","0","0","0"
"בית דגן קרינה","03/06/2025 21:10","0","0","0"
"בית דגן קרינה","03/06/2025 21:20","0","0","0"
"בית דגן קרינה","03/06/2025 21:30","0","0","0"
"בית דגן קרינה","03/06/2025 21:40","0","0","0"
"בית דגן קרינה","03/06/2025 21:50","0","0","0"
"בית דגן קרינה","03/06/2025 22:00","0","0","0"
"בית דגן קרינה","03/06/2025 22:10","0","0","0"
"בית דגן קרינה","03/06/2025 22:20","0","0","0"
"בית דגן קרינה","03/06/2025 22:30","0","0","0"
"בית דגן קרינה","03/06/2025 22:40","0","0","0"
"בית דגן קרינה","03/06/2025 22:50","0","0","0"
"בית דגן קרינה","03/06/2025 23:00","0","0","0"
"בית דגן קרינה","03/06/2025 23:10","0","0","0"
"בית דגן קרינה","03/06/2025 23:20","0","0","0"
"בית דגן קרינה","03/06/2025 23:30","0","0","0"
"בית דגן קרינה","03/06/2025 23:40","0","0","0"
"בית דגן קרינה","03/06/2025 23:50","0","0","0"
"בית דגן קרינה","04/06/2025 00:00","0","0","0"
"בית דגן קרינה","04/06/2025 00:10","0","0","0"
"בית דגן קרינה","04/06/2025 00:20","0","0","0"
"בית דגן קרינה","04/06/2025 00:30","0","0","0"
"בית דגן קרינה","04/06/2025 00:40","0","0","0"
"בית דגן קרינה","04/06/2025 00:50","0","0","0"
"בית דגן קרינה","04/06/2025 01:00","0","0","0"
"בית דגן קרינה","04/06/2025 01:10","0","0","0"
"בית דגן קרינה","04/06/2025 01:20","0","0","0"
"בית דגן קרינה","04/06/2025 01:30","0","0","0"
"בית דגן קרינה","04/06/2025 01:40","0","0","0"
"בית דגן קרינה","04/06/2025 01:50","0","0","0"
"בית דגן קרינה","04/06/2025 02:00","0","0","0"
"בית דגן קרינה","04/06/2025 02:10","0","0","0"
"בית דגן קרינה","04/06/2025 02:20","0","0","0"
"בית דגן קרינה","04/06/2025 02:30","0","0","0"
"בית דגן קרינה","04/06/2025 02:40","0","0","0"
"בית דגן קרינה","04/06/2025 02:50","0","0","0"
"בית דגן קרינה","04/06/2025 03:00","0","0","0"
"בית דגן קרינה","04/06/2025 03:10","0","0","0"
"בית דגן קרינה","04/06/2025 03:20","0","0","0"
"בית דגן קרינה","04/06/2025 03:30","0","0","0"
"בית דגן קרינה","04/06/2025 03:40","0","0","0"
"בית דגן קרינה","04/06/2025 03:50","0","0","0"
"בית דגן קרינה","04/06/2025 04:00","0","0","0"
"בית דגן קרינה","04/06/2025 04:10","0","0","0"
"בית דגן קרינה","04/06/2025 04:20","0","0","0"
"בית דגן קרינה","04/06/2025 04:30","0","0","0"
"בית דגן קרינה","04/06/2025 04:40","0","0","0"
"בית דגן קרינה","04/06/2025 04:50","0","0","0"
"בית דגן קרינה","04/06/2025 05:00","0","0","0"
"בית דגן קרינה","04/06/2025 05:10","0","0","0"
"בית דגן קרינה","04/06/2025 05:20","0","0","0"
"בית דגן קרינה","04/06/2025 05:30","0","0","0"
"בית דגן קרינה","04/06/2025 05:40","0","0","0"
"בית דגן קרינה","04/06/2025 05:50","10","11","0"
"בית דגן קרינה","04/06/2025 06:00","19","22","1"
"בית דגן קרינה","04/06/2025 06:10","33","36","7"
"בית דגן קרינה","04/06/2025 06:20","43","45","24"
"בית דגן קרינה","04/06/2025 06:30","51","79","115"
"בית דגן קרינה","04/06/2025 06:40","67","103","117"
"בית דגן קרינה","04/06/2025 06:50","111","179","137"
"בית דגן קרינה","04/06/2025 07:00","95","125","42"
"בית דגן קרינה","04/06/2025 07:10","111","206","237"
"בית דגן קרינה","04/06/2025 07:20","124","283","409"
"בית דגן קרינה","04/06/2025 07:30","159","244","164"
"בית דגן קרינה","04/06/2025 07:40","139","201","90"
"בית דגן קרינה","04/06/2025 07:50","102","346","492"
"בית דגן קרינה","04/06/2025 08:00","102","419","620"
"בית דגן קרינה","04/06/2025 08:10","116","411","518"
"בית דגן קרינה","04/06/2025 08:20","134","281","222"
"בית דגן קרינה","04/06/2025 08:30","160","327","225"
"בית דגן קרינה","04/06/2025 08:40","180","304","142"
"בית דגן קרינה","04/06/2025 08:50","165","367","256"
"בית דגן קרינה","04/06/2025 09:00","147","499","450"
"בית דגן קרינה","04/06/2025 09:10","136","679","709"
"בית דגן קרינה","04/06/2025 09:20","164","738","720"
"בית דגן קרינה","04/06/2025 09:30","147","594","513"
"בית דגן קרינה","04/06/2025 09:40","135","760","729"
"בית דגן קרינה","04/06/2025 09:50","132","773","726"
"בית דגן קרינה","04/06/2025 10:00","144","806","725"
"בית דגן קרינה","04/06/2025 10:10","144","813","708"
"בית דגן קרינה","04/06/2025 10:20","157","737","579"
"בית דגן קרינה","04/06/2025 10:30","156","860","710"
"בית דגן קרינה","04/06/2025 10:40","157","869","698"
"בית דגן קרינה","04/06/2025 10:50","157","901","718"
"בית דגן קרינה","04/06/2025 11:00","159","925","727"
"בית דגן קרינה","04/06/2025 11:10","166","942","724"
"בית דגן קרינה","04/06/2025 11:20","167","949","718"
"בית דגן קרינה","04/06/2025 11:30","162","952","717"
"בית דגן קרינה","04/06/2025 11:40","160","967","724"
"בית דגן קרינה","04/06/2025 11:50","153","985","742"
"בית דגן קרינה","04/06/2025 12:00","146","994","751"
"בית דגן קרינה","04/06/2025 12:10","147","1001","752"
"בית דגן קרינה","04/06/2025 12:20","148","1008","753"
"בית דגן קרינה","04/06/2025 12:30","148","1014","754"
"בית דגן קרינה","04/06/2025 12:40","149","1016","752"
"בית דגן קרינה","04/06/2025 12:50","146","1017","760"
"בית דגן קרינה","04/06/2025 13:00","142","1017","766"
"בית דגן קרינה","04/06/2025 13:10","144","1012","762"
"בית דגן קרינה","04/06/2025 13:20","149","1008","758"
"בית דגן קרינה","04/06/2025 13:30","155","999","748"
"בית דגן קרינה","04/06/2025 13:40","162","984","731"
"בית דגן קרינה","04/06/2025 13:50","165","973","725"
"בית דגן קרינה","04/06/2025 14:00","162","964","729"
"בית דגן קרינה","04/06/2025 14:10","156","952","731"
"בית דגן קרינה","04/06/2025 14:20","155","935","729"
"בית דגן קרינה","04/06/2025 14:30","152","920","727"
"בית דגן קרינה","04/06/2025 14:40","151","900","723"
"בית דגן קרינה","04/06/2025 14:50","153","876","712"
"בית דגן קרינה","04/06/2025 15:00","155","855","702"
"בית דגן קרינה","04/06/2025 15:10","152","832","699"
"בית דגן קרינה","04/06/2025 15:20","146","811","701"
"בית דגן קרינה","04/06/2025 15:30","142","786","700"
"בית דגן קרינה","04/06/2025 15:40","138","767","706"
"בית דגן קרינה","04/06/2025 15:50","138","733","691"
"בית דגן קרינה","04/06/2025 16:00","140","703","679"
"בית דגן קרינה","04/06/2025 16:10","142","671","666"
"בית דגן קרינה","04/06/2025 16:20","142","636","655"
"בית דגן קרינה","04/06/2025 16:30","139","608","658"
"בית דגן קרינה","04/06/2025 16:40","138","579","657"
"בית דגן קרינה","04/06/2025 16:50","139","544","646"
"בית דגן קרינה","04/06/2025 17:00","139","510","632"
"בית דגן קרינה","04/06/2025 17:10","139","476","620"
"בית דגן קרינה","04/06/2025 17:20","139","442","602"
"בית דגן קרינה","04/06/2025 17:30","133","407","585"
"בית דגן קרינה","04/06/2025 17:40","127","364","548"
"בית דגן קרינה","04/06/2025 17:50","123","330","526"
"בית דגן קרינה","04/06/2025 18:00","116","296","513"
"בית דגן קרינה","04/06/2025 18:10","110","260","486"
"בית דגן קרינה","04/06/2025 18:20","102","224","456"
"בית דגן קרינה","04/06/2025 18:30","91","180","397"
"בית דגן קרינה","04/06/2025 18:40","80","143","346"
"בית דגן קרינה","04/06/2025 18:50","68","110","287"
"בית דגן קרינה","04/06/2025 19:00","55","82","221"
"בית דגן קרינה","04/06/2025 19:10","42","56","105"
"בית דגן קרינה","04/06/2025 19:20","25","27","0"
"בית דגן קרינה","04/06/2025 19:30","15","15","0"
"בית דגן קרינה","04/06/2025 19:40","6","6","0"
"בית דגן קרינה","04/06/2025 19:50","0","0","0"
"בית דגן קרינה","04/06/2025 20:00","0","0","0"
"בית דגן קרינה","04/06/2025 20:10","0","0","0"
"בית דגן קרינה","04/06/2025 20:20","0","0","0"
"בית דגן קרינה","04/06/2025 20:30","0","0","0"
"בית דגן קרינה","04/06/2025 20:40","0","0","0"
"בית דגן קרינה","04/06/2025 20:50","0","0","0"
"בית דגן קרינה","04/06/2025 21:00","0","0","0"
"בית דגן קרינה","04/06/2025 21:10","0","0","0"
"בית דגן קרינה","04/06/2025 21:20","0","0","0"
"בית דגן קרינה","04/06/2025 21:30","0","0","0"
"בית דגן קרינה","04/06/2025 21:40","0","0","0"
"בית דגן קרינה","04/06/2025 21:50","0","0","0"
"בית דגן קרינה","04/06/2025 22:00","0","0","0"
"בית דגן קרינה","04/06/2025 22:10","0","0","0"
"בית דגן קרינה","04/06/2025 22:20","0","0","0"
"בית דגן קרינה","04/06/2025 22:30","0","0","0"
"בית דגן קרינה","04/06/2025 22:40","0","0","0"
"בית דגן קרינה","04/06/2025 22:50","0","0","0"
"בית דגן קרינה","04/06/2025 23:00","0","0","0"
"בית דגן קרינה","04/06/2025 23:10","0","0","0"
"בית דגן קרינה","04/06/2025 23:20","0","0","0"
"בית דגן קרינה","04/06/2025 23:30","0","0","0"
"בית דגן קרינה","04/06/2025 23:40","0","0","0"
"בית דגן קרינה","04/06/2025 23:50","0","0","0"
"בית דגן קרינה","05/06/2025 00:00","0","0","0"
"בית דגן קרינה","05/06/2025 00:10","0","0","0"
"בית דגן קרינה","05/06/2025 00:20","0","0","0"
"בית דגן קרינה","05/06/2025 00:30","0","0","0"
"בית דגן קרינה","05/06/2025 00:40","0","0","0"
"בית דגן קרינה","05/06/2025 00:50","0","0","0"
"בית דגן קרינה","05/06/2025 01:00","0","0","0"
"בית דגן קרינה","05/06/2025 01:10","0","0","0"
"בית דגן קרינה","05/06/2025 01:20","0","0","0"
"בית דגן קרינה","05/06/2025 01:30","0","0","0"
"בית דגן קרינה","05/06/2025 01:40","0","0","0"
"בית דגן קרינה","05/06/2025 01:50","0","0","0"
"בית דגן קרינה","05/06/2025 02:00","0","0","0"
"בית דגן קרינה","05/06/2025 02:10","0","0","0"
"בית דגן קרינה","05/06/2025 02:20","0","0","0"
"בית דגן קרינה","05/06/2025 02:30","0","0","0"
"בית דגן קרינה","05/06/2025 02:40","0","0","0"
"בית דגן קרינה","05/06/2025 02:50","0","0","0"
"בית דגן קרינה","05/06/2025 03:00","0","0","0"
"בית דגן קרינה","05/06/2025 03:10","0","0","0"
"בית דגן קרינה","05/06/2025 03:20","0","0","0"
"בית דגן קרינה","05/06/2025 03:30","0","0","0"
"בית דגן קרינה","05/06/2025 03:40","0","0","0"
"בית דגן קרינה","05/06/2025 03:50","0","0","0"
"בית דגן קרינה","05/06/2025 04:00","0","0","0"
"בית דגן קרינה","05/06/2025 04:10","0","0","0"
"בית דגן קרינה","05/06/2025 04:20","0","0","0"
"בית דגן קרינה","05/06/2025 04:30","0","0","0"
"בית דגן קרינה","05/06/2025 04:40","0","0","0"
"בית דגן קרינה","05/06/2025 04:50","0","0","0"
"בית דגן קרינה","05/06/2025 05:00","0","0","0"
"בית דגן קרינה","05/06/2025 05:10","0","0","0"
"בית דגן קרינה","05/06/2025 05:20","0","0","0"
"בית דגן קרינה","05/06/2025 05:30","0","0","0"
"בית דגן קרינה","05/06/2025 05:40","0","0","0"
"בית דגן קרינה","05/06/2025 05:50","8","9","0"
"בית דגן קרינה","05/06/2025 06:00","13","16","0"
"בית דגן קרינה","05/06/2025 06:10","22","26","0"
"בית דגן קרינה","05/06/2025 06:20","34","39","0"
"בית דגן קרינה","05/06/2025 06:30","54","61","0"
"בית דגן קרינה","05/06/2025 06:40","60","67","0"
"בית דגן קרינה","05/06/2025 06:50","68","76","1"
"בית דגן קרינה","05/06/2025 07:00","89","100","1"
"בית דגן קרינה","05/06/2025 07:10","108","122","1"
"בית דגן קרינה","05/06/2025 07:20","126","144","3"
"בית דגן קרינה","05/06/2025 07:30","124","233","212"
"בית דגן קרינה","05/06/2025 07:40","139","320","371"
"בית דגן קרינה","05/06/2025 07:50","140","334","368"
"בית דגן קרינה","05/06/2025 08:00","139","393","463"
"בית דגן קרינה","05/06/2025 08:10","135","433","516"
"בית דגן קרינה","05/06/2025 08:20","133","471","554"
"בית דגן קרינה","05/06/2025 08:30","129","506","588"
"בית דגן קרינה","05/06/2025 08:40","126","543","623"
"בית דגן קרינה","05/06/2025 08:50","124","577","642"
"בית דגן קרינה","05/06/2025 09:00","124","614","664"
"בית דגן קרינה","05/06/2025 09:10","128","639","663"
"בית דגן קרינה","05/06/2025 09:20","129","669","675"
"בית דגן קרינה","05/06/2025 09:30","131","706","692"
"בית דגן קרינה","05/06/2025 09:40","129","729","698"
"בית דגן קרינה","05/06/2025 09:50","127","757","711"
"בית דגן קרינה","05/06/2025 10:00","131","780","707"
"בית דגן קרינה","05/06/2025 10:10","134","808","714"
"בית דגן קרינה","05/06/2025 10:20","134","832","722"
"בית דגן קרינה","05/06/2025 10:30","136","856","728"
"בית דגן קרינה","05/06/2025 10:40","136","879","735"
"בית דגן קרינה","05/06/2025 10:50","135","902","743"
"בית דגן קרינה","05/06/2025 11:00","136","919","745"
"בית דגן קרינה","05/06/2025 11:10","133","938","754"
"בית דגן קרינה","05/06/2025 11:20","132","956","760"
"בית דגן קרינה","05/06/2025 11:30","130","972","769"
"בית דגן קרינה","05/06/2025 11:40","129","984","772"
"בית דגן קרינה","05/06/2025 11:50","128","995","775"
"בית דגן קרינה","05/06/2025 12:00","128","1007","780"
"בית דגן קרינה","05/06/2025 12:10","126","1013","783"
"בית דגן קרינה","05/06/2025 12:20","124","1021","787"
"בית דגן קרינה","05/06/2025 12:30","123","1025","785"
"בית דגן קרינה","05/06/2025 12:40","123","1027","785"
"בית דגן קרינה","05/06/2025 12:50","123","1026","788"
"בית דגן קרינה","05/06/2025 13:00","122","1023","788"
"בית דגן קרינה","05/06/2025 13:10","122","1021","788"
"בית דגן קרינה","05/06/2025 13:20","121","1017","790"
"בית דגן קרינה","05/06/2025 13:30","121","1010","789"
"בית דגן קרינה","05/06/2025 13:40","121","1004","789"
"בית דגן קרינה","05/06/2025 13:50","121","991","784"
"בית דגן קרינה","05/06/2025 14:00","122","977","779"
"בית דגן קרינה","05/06/2025 14:10","121","965","777"
"בית דגן קרינה","05/06/2025 14:20","119","950","779"
"בית דגן קרינה","05/06/2025 14:30","117","935","777"
"בית דגן קרינה","05/06/2025 14:40","116","916","774"
"בית דגן קרינה","05/06/2025 14:50","115","895","770"
"בית דגן קרינה","05/06/2025 15:00","114","875","769"
"בית דגן קרינה","05/06/2025 15:10","114","852","763"
"בית דגן קרינה","05/06/2025 15:20","115","828","758"
"בית דגן קרינה","05/06/2025 15:30","116","802","749"
"בית דגן קרינה","05/06/2025 15:40","116","778","749"
"בית דגן קרינה","05/06/2025 15:50","117","751","745"
"בית דגן קרינה","05/06/2025 16:00","120","719","736"
"בית דגן קרינה","05/06/2025 16:10","-","688","728"
"בית דגן קרינה","05/06/2025 16:20","-","655","718"
"בית דגן קרינה","05/06/2025 16:30","-","622","707"
"בית דגן קרינה","05/06/2025 16:40","-","589","697"
"בית דגן קרינה","05/06/2025 16:50","-","554","685"
"בית דגן קרינה","05/06/2025 17:00","-","519","671"
"בית דגן קרינה","05/06/2025 17:10","-","483","650"
"בית דגן קרינה","05/06/2025 17:20","-","448","633"
"בית דגן קרינה","05/06/2025 17:30","-","412","612"
"בית דגן קרינה","05/06/2025 17:40","-","376","595"
"בית דגן קרינה","05/06/2025 17:50","-","342","576"
"בית דגן קרינה","05/06/2025 18:00","-","303","553"
"בית דגן קרינה","05/06/2025 18:10","-","266","526"
"בית דגן קרינה","05/06/2025 18:20","-","230","499"
"בית דגן קרינה","05/06/2025 18:30","96","194","469"
"בית דגן קרינה","05/06/2025 18:40","84","159","431"
"בית דגן קרינה","05/06/2025 18:50","72","125","380"
"בית דגן קרינה","05/06/2025 19:00","59","86","317"
"בית דגן קרינה","05/06/2025 19:10","45","65","174"
"בית דגן קרינה","05/06/2025 19:20","24","29","1"
"בית דגן קרינה","05/06/2025 19:30","15","16","0"
"בית דגן קרינה","05/06/2025 19:40","7","7","0"
"בית דגן קרינה","05/06/2025 19:50","0","0","0"
"בית דגן קרינה","05/06/2025 20:00","0","0","0"
"בית דגן קרינה","05/06/2025 20:10","0","0","0"
"בית דגן קרינה","05/06/2025 20:20","0","0","0"
"בית דגן קרינה","05/06/2025 20:30","0","0","0"
"בית דגן קרינה","05/06/2025 20:40","0","0","0"
"בית דגן קרינה","05/06/2025 20:50","0","0","0"
"בית דגן קרינה","05/06/2025 21:00","0","0","0"
"בית דגן קרינה","05/06/2025 21:10","0","0","0"
"בית דגן קרינה","05/06/2025 21:20","0","0","0"
"בית דגן קרינה","05/06/2025 21:30","0","0","0"
"בית דגן קרינה","05/06/2025 21:40","0","0","0"
"בית דגן קרינה","05/06/2025 21:50","0","0","0"
"בית דגן קרינה","05/06/2025 22:00","0","0","0"
"בית דגן קרינה","05/06/2025 22:10","0","0","0"
"בית דגן קרינה","05/06/2025 22:20","0","0","0"
"בית דגן קרינה","05/06/2025 22:30","0","0","0"
"בית דגן קרינה","05/06/2025 22:40","0","0","0"
"בית דגן קרינה","05/06/2025 22:50","0","0","0"
"בית דגן קרינה","05/06/2025 23:00","0","0","0"
"בית דגן קרינה","05/06/2025 23:10","0","0","0"
"בית דגן קרינה","05/06/2025 23:20","0","0","0"
"בית דגן קרינה","05/06/2025 23:30","0","0","0"
"בית דגן קרינה","05/06/2025 23:40","0","0","0"
"בית דגן קרינה","05/06/2025 23:50","0","0","0"
"בית דגן קרינה","06/06/2025 00:00","0","0","0"
"בית דגן קרינה","06/06/2025 00:10","0","0","0"
"בית דגן קרינה","06/06/2025 00:20","0","0","0"
"בית דגן קרינה","06/06/2025 00:30","0","0","0"
"בית דגן קרינה","06/06/2025 00:40","0","0","0"
"בית דגן קרינה","06/06/2025 00:50","0","0","0"
"בית דגן קרינה","06/06/2025 01:00","0","0","0"
"בית דגן קרינה","06/06/2025 01:10","0","0","0"
"בית דגן קרינה","06/06/2025 01:20","0","0","0"
"בית דגן קרינה","06/06/2025 01:30","0","0","0"
"בית דגן קרינה","06/06/2025 01:40","0","0","0"
"בית דגן קרינה","06/06/2025 01:50","0","0","0"
"בית דגן קרינה","06/06/2025 02:00","0","0","0"
"בית דגן קרינה","06/06/2025 02:10","0","0","0"
"בית דגן קרינה","06/06/2025 02:20","0","0","0"
"בית דגן קרינה","06/06/2025 02:30","0","0","0"
"בית דגן קרינה","06/06/2025 02:40","0","0","0"
"בית דגן קרינה","06/06/2025 02:50","0","0","0"
"בית דגן קרינה","06/06/2025 03:00","0","0","0"
"בית דגן קרינה","06/06/2025 03:10","0","0","0"
"בית דגן קרינה","06/06/2025 03:20","0","0","0"
"בית דגן קרינה","06/06/2025 03:30","0","0","0"
"בית דגן קרינה","06/06/2025 03:40","0","0","0"
"בית דגן קרינה","06/06/2025 03:50","0","0","0"
"בית דגן קרינה","06/06/2025 04:00","0","0","0"
"בית דגן קרינה","06/06/2025 04:10","0","0","0"
"בית דגן קרינה","06/06/2025 04:20","0","0","0"
"בית דגן קרינה","06/06/2025 04:30","0","0","0"
"בית דגן קרינה","06/06/2025 04:40","0","0","0"
"בית דגן קרינה","06/06/2025 04:50","0","0","0"
"בית דגן קרינה","06/06/2025 05:00","0","0","0"
"בית דגן קרינה","06/06/2025 05:10","0","0","0"
"בית דגן קרינה","06/06/2025 05:20","0","0","0"
"בית דגן קרינה","06/06/2025 05:30","0","0","0"
"בית דגן קרינה","06/06/2025 05:40","0","0","0"
"בית דגן קרינה","06/06/2025 05:50","10","12","0"
"בית דגן קרינה","06/06/2025 06:00","19","21","1"
"בית דגן קרינה","06/06/2025 06:10","28","31","5"
"בית דגן קרינה","06/06/2025 06:20","41","43","37"
"בית דגן קרינה","06/06/2025 06:30","50","99","173"
"בית דגן קרינה","06/06/2025 06:40","58","137","317"
"בית דגן קרינה","06/06/2025 06:50","66","169","401"
"בית דגן קרינה","06/06/2025 07:00","73","193","443"
"בית דגן קרינה","06/06/2025 07:10","79","232","474"
"בית דגן קרינה","06/06/2025 07:20","86","267","494"
"בית דגן קרינה","06/06/2025 07:30","94","303","512"
"בית דגן קרינה","06/06/2025 07:40","99","329","514"
"בית דגן קרינה","06/06/2025 07:50","107","370","539"
"בית דגן קרינה","06/06/2025 08:00","114","403","547"
"בית דגן קרינה","06/06/2025 08:10","119","437","562"
"בית דגן קרינה","06/06/2025 08:20","119","474","591"
"בית דגן קרינה","06/06/2025 08:30","119","510","616"
"בית דגן קרינה","06/06/2025 08:40","120","548","639"
"בית דגן קרינה","06/06/2025 08:50","122","583","657"
"בית דגן קרינה","06/06/2025 09:00","125","614","665"
"בית דגן קרינה","06/06/2025 09:10","125","644","676"
"בית דגן קרינה","06/06/2025 09:20","127","679","692"
"בית דגן קרינה","06/06/2025 09:30","130","708","698"
"בית דגן קרינה","06/06/2025 09:40","135","732","695"
"בית דגן קרינה","06/06/2025 09:50","140","756","693"
"בית דגן קרינה","06/06/2025 10:00","143","787","702"
"בית דגן קרינה","06/06/2025 10:10","149","807","697"
"בית דגן קרינה","06/06/2025 10:20","151","836","708"
"בית דגן קרינה","06/06/2025 10:30","152","862","716"
"בית דגן קרינה","06/06/2025 10:40","154","883","718"
"בית דגן קרינה","06/06/2025 10:50","156","906","725"
"בית דגן קרינה","06/06/2025 11:00","156","923","728"
"בית דגן קרינה","06/06/2025 11:10","157","940","730"
"בית דגן קרינה","06/06/2025 11:20","159","954","730"
"בית דגן קרינה","06/06/2025 11:30","159","969","733"
"בית דגן קרינה","06/06/2025 11:40","159","983","739"
"בית דגן קרינה","06/06/2025 11:50","157","996","744"
"בית דגן קרינה","06/06/2025 12:00","156","1007","750"
"בית דגן קרינה","06/06/2025 12:10","155","1016","753"
"בית דגן קרינה","06/06/2025 12:20","155","1021","754"
"בית דגן קרינה","06/06/2025 12:30","156","1027","751"
"בית דגן קרינה","06/06/2025 12:40","156","1030","750"
"בית דגן קרינה","06/06/2025 12:50","156","1031","756"
"בית דגן קרינה","06/06/2025 13:00","155","1031","760"
"בית דגן קרינה","06/06/2025 13:10","155","1026","757"
"בית דגן קרינה","06/06/2025 13:20","154","1023","758"
"בית דגן קרינה","06/06/2025 13:30","154","1014","755"
"בית דגן קרינה","06/06/2025 13:40","154","1007","754"
"בית דגן קרינה","06/06/2025 13:50","154","993","749"
"בית דגן קרינה","06/06/2025 14:00","153","982","748"
"בית דגן קרינה","06/06/2025 14:10","154","968","744"
"בית דגן קרינה","06/06/2025 14:20","153","951","739"
"בית דגן קרינה","06/06/2025 14:30","150","935","739"
"בית דגן קרינה","06/06/2025 14:40","148","917","738"
"בית דגן קרינה","06/06/2025 14:50","148","897","733"
"בית דגן קרינה","06/06/2025 15:00","147","874","727"
"בית דגן קרינה","06/06/2025 15:10","147","848","720"
"בית דגן קרינה","06/06/2025 15:20","147","824","713"
"בית דגן קרינה","06/06/2025 15:30","149","799","707"
"בית דגן קרינה","06/06/2025 15:40","151","773","702"
"בית דגן קרינה","06/06/2025 15:50","-","744","695"
"בית דגן קרינה","06/06/2025 16:00","-","716","691"
"בית דגן קרינה","06/06/2025 16:10","-","686","683"
"בית דגן קרינה","06/06/2025 16:20","-","653","671"
"בית דגן קרינה","06/06/2025 16:30","-","620","661"
"בית דגן קרינה","06/06/2025 16:40","-","585","651"
"בית דגן קרינה","06/06/2025 16:50","-","551","638"
"בית דגן קרינה","06/06/2025 17:00","-","517","629"
"בית דגן קרינה","06/06/2025 17:10","-","482","615"
"בית דגן קרינה","06/06/2025 17:20","-","447","600"
"בית דגן קרינה","06/06/2025 17:30","-","409","581"
"בית דגן קרינה","06/06/2025 17:40","-","371","560"
"בית דגן קרינה","06/06/2025 17:50","-","336","540"
"בית דגן קרינה","06/06/2025 18:00","-","300","521"
"בית דגן קרינה","06/06/2025 18:10","-","261","489"
"בית דגן קרינה","06/06/2025 18:20","-","221","452"
"בית דגן קרינה","06/06/2025 18:30","-","185","414"
"בית דגן קרינה","06/06/2025 18:40","92","149","368"
"בית דגן קרינה","06/06/2025 18:50","76","114","308"
"בית דגן קרינה","06/06/2025 19:00","61","87","255"
"בית דגן קרינה","06/06/2025 19:10","45","59","142"
"בית דגן קרינה","06/06/2025 19:20","24","29","1"
"בית דגן קרינה","06/06/2025 19:30","14","15","0"
"בית דגן קרינה","06/06/2025 19:40","6","5","0"
"בית דגן קרינה","06/06/2025 19:50","0","0","0"
"בית דגן קרינה","06/06/2025 20:00","0","0","0"
"בית דגן קרינה","06/06/2025 20:10","0","0","0"
"בית דגן קרינה","06/06/2025 20:20","0","0","0"
"בית דגן קרינה","06/06/2025 20:30","0","0","0"
"בית דגן קרינה","06/06/2025 20:40","0","0","0"
"בית דגן קרינה","06/06/2025 20:50","0","0","0"
"בית דגן קרינה","06/06/2025 21:00","0","0","0"
"בית דגן קרינה","06/06/2025 21:10","0","0","0"
"בית דגן קרינה","06/06/2025 21:20","0","0","0"
"בית דגן קרינה","06/06/2025 21:30","0","0","0"
"בית דגן קרינה","06/06/2025 21:40","0","0","0"
"בית דגן קרינה","06/06/2025 21:50","0","0","0"
"בית דגן קרינה","06/06/2025 22:00","0","0","0"
"בית דגן קרינה","06/06/2025 22:10","0","0","0"
"בית דגן קרינה","06/06/2025 22:20","0","0","0"
"בית דגן קרינה","06/06/2025 22:30","0","0","0"
"בית דגן קרינה","06/06/2025 22:40","0","0","0"
"בית דגן קרינה","06/06/2025 22:50","0","0","0"
"בית דגן קרינה","06/06/2025 23:00","0","0","0"
"בית דגן קרינה","06/06/2025 23:10","0","0","0"
"בית דגן קרינה","06/06/2025 23:20","0","0","0"
"בית דגן קרינה","06/06/2025 23:30","0","0","0"
"בית דגן קרינה","06/06/2025 23:40","0","0","0"
"בית דגן קרינה","06/06/2025 23:50","0","0","0"
"בית דגן קרינה","07/06/2025 00:00","0","0","0"
"בית דגן קרינה","07/06/2025 00:10","0","0","0"
"בית דגן קרינה","07/06/2025 00:20","0","0","0"
"בית דגן קרינה","07/06/2025 00:30","0","0","0"
"בית דגן קרינה","07/06/2025 00:40","0","0","0"
"בית דגן קרינה","07/06/2025 00:50","0","0","0"
"בית דגן קרינה","07/06/2025 01:00","0","0","0"
"בית דגן קרינה","07/06/2025 01:10","0","0","0"
"בית דגן קרינה","07/06/2025 01:20","0","0","0"
"בית דגן קרינה","07/06/2025 01:30","0","0","0"
